BASE_COORD,INSTRUMENT_MODEL,LIBRARY_LAYOUT,LIBRARY_NAME,LIBRARY_SELECTION,LIBRARY_SOURCE,LIBRARY_STRATEGY,PLATFORM,PRIMARY_ID,READ_CLASS,READ_INDEX,READ_LABEL,READ_TYPE,SAMPLE_BioSample,SAMPLE_EXTERNAL_ID,SAMPLE_PRIMARY_ID,SAMPLE_SUBMITTER_ID,SAMPLE_TITLE,SAMPLE_collection_date,SAMPLE_isolation_source,SCIENTIFIC_NAME,STUDY_ABSTRACT,STUDY_BioProject,STUDY_EXTERNAL_ID,STUDY_PRIMARY_ID,STUDY_SUBMITTER_ID,STUDY_TITLE,SUBMITTER_ID,TAXON_ID
1,Illumina Genome Analyzer IIx,PAIRED,unspecified,RANDOM,GENOMIC,WGS,ILLUMINA,"ERP001848, ERX155016, ERR178870, ERS180321, ERA167131",Application Read,"1, 0","F1, R2","Forward, Reverse",SAMEA1889059,SAMEA1889059,ERS180321,11.A.05,Salmonella enterica subsp. enterica serovar Agona; MC_05-0634,2005,Animal(Poultry),Salmonella enterica subsp. enterica serovar Agona,"Salmonella enterica serovar Agona has caused multiple foodborne outbreaks of gastroenteritis since it was first isolated in 1952. We analyzed the genomes of 73 isolates from global sources, comparing five distinct outbreaks with sporadic infections. Agona consists of three lineages with minimal mutational diversity: only 846 single nucleotide polymorphisms (SNPs) have accumulated in the non-repetitive, core genome since Agona evolved in 1932 and underwent a major population expansion in the 1960s. Homologous recombination with other serovars of S. enterica imported 42 recombinational tracts (360 kb) in 5/143 nodes within the genealogy, which resulted in 3,164 additional SNPs. In contrast to this paucity of genetic diversity, Agona is highly diverse according to pulsed field gel electrophoresis (PFGE), which is used to assign isolates to outbreaks. PFGE diversity reflects a highly dynamic accessory genome associated with the gain or loss (indels) of 51 bacteriophages, 10 plasmids, and 6 integrative conjugational systems (ICE/IMEs). Unlike the core genome, these indels occurred repeatedly in independent nodes (homoplasies), resulting in inaccurate PFGE genealogies. Most indels did not introduce cargo genes relevant to infection, other than antibiotic resistance, and plasmids and ICE/IMEs were not correlated with homologous recombination. Each outbreak was caused by an independent clade, without universal, outbreak-associated genomic features. Thus, most of the genetic diversity within this recently emerged pathogen reflects changes in the accessory genome, or is due to recombination, but these changes probably reflect neutral processes rather than Darwinian selection.",PRJEB1944,PRJEB1944,ERP001848,Genomic analysis of a recently emerged serovar of Salmonella,"Neutral genomic microevolution of a recently emerged pathogen, Salmonella enterica serovar Agona","ena-EXPERIMENT-UCC-09-10-2012-18:51:36:984-11, Genomic analysis of a recently emerged serovar of Salmonella, 11.A.05",58095
1,Illumina Genome Analyzer IIx,PAIRED,unspecified,RANDOM,GENOMIC,WGS,ILLUMINA,"ERR178871, ERP001848, ERA167131, ERX155017, ERS180322",Application Read,"1, 0","F1, R2","Forward, Reverse",SAMEA1889081,SAMEA1889081,ERS180322,12.A.06,Salmonella enterica subsp. enterica serovar Agona; MC_06-0623,2006,Animal(Poultry),Salmonella enterica subsp. enterica serovar Agona,"Salmonella enterica serovar Agona has caused multiple foodborne outbreaks of gastroenteritis since it was first isolated in 1952. We analyzed the genomes of 73 isolates from global sources, comparing five distinct outbreaks with sporadic infections. Agona consists of three lineages with minimal mutational diversity: only 846 single nucleotide polymorphisms (SNPs) have accumulated in the non-repetitive, core genome since Agona evolved in 1932 and underwent a major population expansion in the 1960s. Homologous recombination with other serovars of S. enterica imported 42 recombinational tracts (360 kb) in 5/143 nodes within the genealogy, which resulted in 3,164 additional SNPs. In contrast to this paucity of genetic diversity, Agona is highly diverse according to pulsed field gel electrophoresis (PFGE), which is used to assign isolates to outbreaks. PFGE diversity reflects a highly dynamic accessory genome associated with the gain or loss (indels) of 51 bacteriophages, 10 plasmids, and 6 integrative conjugational systems (ICE/IMEs). Unlike the core genome, these indels occurred repeatedly in independent nodes (homoplasies), resulting in inaccurate PFGE genealogies. Most indels did not introduce cargo genes relevant to infection, other than antibiotic resistance, and plasmids and ICE/IMEs were not correlated with homologous recombination. Each outbreak was caused by an independent clade, without universal, outbreak-associated genomic features. Thus, most of the genetic diversity within this recently emerged pathogen reflects changes in the accessory genome, or is due to recombination, but these changes probably reflect neutral processes rather than Darwinian selection.",PRJEB1944,PRJEB1944,ERP001848,Genomic analysis of a recently emerged serovar of Salmonella,"Neutral genomic microevolution of a recently emerged pathogen, Salmonella enterica serovar Agona","ena-EXPERIMENT-UCC-09-10-2012-18:51:36:984-12, 12.A.06, Genomic analysis of a recently emerged serovar of Salmonella",58095
1,Illumina Genome Analyzer IIx,PAIRED,unspecified,RANDOM,GENOMIC,WGS,ILLUMINA,"ERP001848, ERA167131, ERX155019, ERR178873, ERS180324",Application Read,"1, 0","F1, R2","Forward, Reverse",SAMEA1889044,SAMEA1889044,ERS180324,14.E.05,Salmonella enterica subsp. enterica serovar Agona; MC_05-0828,2005,Environment(Poultrydust),Salmonella enterica subsp. enterica serovar Agona,"Salmonella enterica serovar Agona has caused multiple foodborne outbreaks of gastroenteritis since it was first isolated in 1952. We analyzed the genomes of 73 isolates from global sources, comparing five distinct outbreaks with sporadic infections. Agona consists of three lineages with minimal mutational diversity: only 846 single nucleotide polymorphisms (SNPs) have accumulated in the non-repetitive, core genome since Agona evolved in 1932 and underwent a major population expansion in the 1960s. Homologous recombination with other serovars of S. enterica imported 42 recombinational tracts (360 kb) in 5/143 nodes within the genealogy, which resulted in 3,164 additional SNPs. In contrast to this paucity of genetic diversity, Agona is highly diverse according to pulsed field gel electrophoresis (PFGE), which is used to assign isolates to outbreaks. PFGE diversity reflects a highly dynamic accessory genome associated with the gain or loss (indels) of 51 bacteriophages, 10 plasmids, and 6 integrative conjugational systems (ICE/IMEs). Unlike the core genome, these indels occurred repeatedly in independent nodes (homoplasies), resulting in inaccurate PFGE genealogies. Most indels did not introduce cargo genes relevant to infection, other than antibiotic resistance, and plasmids and ICE/IMEs were not correlated with homologous recombination. Each outbreak was caused by an independent clade, without universal, outbreak-associated genomic features. Thus, most of the genetic diversity within this recently emerged pathogen reflects changes in the accessory genome, or is due to recombination, but these changes probably reflect neutral processes rather than Darwinian selection.",PRJEB1944,PRJEB1944,ERP001848,Genomic analysis of a recently emerged serovar of Salmonella,"Neutral genomic microevolution of a recently emerged pathogen, Salmonella enterica serovar Agona","14.E.05, ena-EXPERIMENT-UCC-09-10-2012-18:51:36:985-14, Genomic analysis of a recently emerged serovar of Salmonella",58095
1,Illumina Genome Analyzer IIx,PAIRED,unspecified,RANDOM,GENOMIC,WGS,ILLUMINA,"ERP001848, ERA167131, ERX155020, ERS180325, ERR178874",Application Read,"1, 0","F1, R2","Forward, Reverse",SAMEA1889029,SAMEA1889029,ERS180325,15.H.03,Salmonella enterica subsp. enterica serovar Agona; 0309W51997,2003,Human,Salmonella enterica subsp. enterica serovar Agona,"Salmonella enterica serovar Agona has caused multiple foodborne outbreaks of gastroenteritis since it was first isolated in 1952. We analyzed the genomes of 73 isolates from global sources, comparing five distinct outbreaks with sporadic infections. Agona consists of three lineages with minimal mutational diversity: only 846 single nucleotide polymorphisms (SNPs) have accumulated in the non-repetitive, core genome since Agona evolved in 1932 and underwent a major population expansion in the 1960s. Homologous recombination with other serovars of S. enterica imported 42 recombinational tracts (360 kb) in 5/143 nodes within the genealogy, which resulted in 3,164 additional SNPs. In contrast to this paucity of genetic diversity, Agona is highly diverse according to pulsed field gel electrophoresis (PFGE), which is used to assign isolates to outbreaks. PFGE diversity reflects a highly dynamic accessory genome associated with the gain or loss (indels) of 51 bacteriophages, 10 plasmids, and 6 integrative conjugational systems (ICE/IMEs). Unlike the core genome, these indels occurred repeatedly in independent nodes (homoplasies), resulting in inaccurate PFGE genealogies. Most indels did not introduce cargo genes relevant to infection, other than antibiotic resistance, and plasmids and ICE/IMEs were not correlated with homologous recombination. Each outbreak was caused by an independent clade, without universal, outbreak-associated genomic features. Thus, most of the genetic diversity within this recently emerged pathogen reflects changes in the accessory genome, or is due to recombination, but these changes probably reflect neutral processes rather than Darwinian selection.",PRJEB1944,PRJEB1944,ERP001848,Genomic analysis of a recently emerged serovar of Salmonella,"Neutral genomic microevolution of a recently emerged pathogen, Salmonella enterica serovar Agona","ena-EXPERIMENT-UCC-09-10-2012-18:51:36:985-15, 15.H.03, Genomic analysis of a recently emerged serovar of Salmonella",58095
1,Illumina Genome Analyzer IIx,PAIRED,unspecified,RANDOM,GENOMIC,WGS,ILLUMINA,"ERR178875, ERP001848, ERA167131, ERX155021, ERS180326",Application Read,"1, 0","F1, R2","Forward, Reverse",SAMEA1889078,SAMEA1889078,ERS180326,16.H.08,Salmonella enterica subsp. enterica serovar Agona; DBS_20080506,2008,Human(Feces),Salmonella enterica subsp. enterica serovar Agona,"Salmonella enterica serovar Agona has caused multiple foodborne outbreaks of gastroenteritis since it was first isolated in 1952. We analyzed the genomes of 73 isolates from global sources, comparing five distinct outbreaks with sporadic infections. Agona consists of three lineages with minimal mutational diversity: only 846 single nucleotide polymorphisms (SNPs) have accumulated in the non-repetitive, core genome since Agona evolved in 1932 and underwent a major population expansion in the 1960s. Homologous recombination with other serovars of S. enterica imported 42 recombinational tracts (360 kb) in 5/143 nodes within the genealogy, which resulted in 3,164 additional SNPs. In contrast to this paucity of genetic diversity, Agona is highly diverse according to pulsed field gel electrophoresis (PFGE), which is used to assign isolates to outbreaks. PFGE diversity reflects a highly dynamic accessory genome associated with the gain or loss (indels) of 51 bacteriophages, 10 plasmids, and 6 integrative conjugational systems (ICE/IMEs). Unlike the core genome, these indels occurred repeatedly in independent nodes (homoplasies), resulting in inaccurate PFGE genealogies. Most indels did not introduce cargo genes relevant to infection, other than antibiotic resistance, and plasmids and ICE/IMEs were not correlated with homologous recombination. Each outbreak was caused by an independent clade, without universal, outbreak-associated genomic features. Thus, most of the genetic diversity within this recently emerged pathogen reflects changes in the accessory genome, or is due to recombination, but these changes probably reflect neutral processes rather than Darwinian selection.",PRJEB1944,PRJEB1944,ERP001848,Genomic analysis of a recently emerged serovar of Salmonella,"Neutral genomic microevolution of a recently emerged pathogen, Salmonella enterica serovar Agona","16.H.08, ena-EXPERIMENT-UCC-09-10-2012-18:51:36:986-16, Genomic analysis of a recently emerged serovar of Salmonella",58095
1,Illumina Genome Analyzer IIx,PAIRED,unspecified,RANDOM,GENOMIC,WGS,ILLUMINA,"ERP001848, ERA167131, ERR178876, ERS180327, ERX155022",Application Read,"1, 0","F1, R2","Forward, Reverse",SAMEA1889075,SAMEA1889075,ERS180327,17.H.06,Salmonella enterica subsp. enterica serovar Agona; DBS_20061833,2006,Human(Feces),Salmonella enterica subsp. enterica serovar Agona,"Salmonella enterica serovar Agona has caused multiple foodborne outbreaks of gastroenteritis since it was first isolated in 1952. We analyzed the genomes of 73 isolates from global sources, comparing five distinct outbreaks with sporadic infections. Agona consists of three lineages with minimal mutational diversity: only 846 single nucleotide polymorphisms (SNPs) have accumulated in the non-repetitive, core genome since Agona evolved in 1932 and underwent a major population expansion in the 1960s. Homologous recombination with other serovars of S. enterica imported 42 recombinational tracts (360 kb) in 5/143 nodes within the genealogy, which resulted in 3,164 additional SNPs. In contrast to this paucity of genetic diversity, Agona is highly diverse according to pulsed field gel electrophoresis (PFGE), which is used to assign isolates to outbreaks. PFGE diversity reflects a highly dynamic accessory genome associated with the gain or loss (indels) of 51 bacteriophages, 10 plasmids, and 6 integrative conjugational systems (ICE/IMEs). Unlike the core genome, these indels occurred repeatedly in independent nodes (homoplasies), resulting in inaccurate PFGE genealogies. Most indels did not introduce cargo genes relevant to infection, other than antibiotic resistance, and plasmids and ICE/IMEs were not correlated with homologous recombination. Each outbreak was caused by an independent clade, without universal, outbreak-associated genomic features. Thus, most of the genetic diversity within this recently emerged pathogen reflects changes in the accessory genome, or is due to recombination, but these changes probably reflect neutral processes rather than Darwinian selection.",PRJEB1944,PRJEB1944,ERP001848,Genomic analysis of a recently emerged serovar of Salmonella,"Neutral genomic microevolution of a recently emerged pathogen, Salmonella enterica serovar Agona","ena-EXPERIMENT-UCC-09-10-2012-18:51:36:986-17, 17.H.06, Genomic analysis of a recently emerged serovar of Salmonella",58095
1,Illumina Genome Analyzer IIx,PAIRED,unspecified,RANDOM,GENOMIC,WGS,ILLUMINA,"ERP001848, ERA167131, ERS180328, ERR178877, ERX155023",Application Read,"1, 0","F1, R2","Forward, Reverse",SAMEA1889052,SAMEA1889052,ERS180328,18.H.07,Salmonella enterica subsp. enterica serovar Agona; 0703S19930,2007,Human,Salmonella enterica subsp. enterica serovar Agona,"Salmonella enterica serovar Agona has caused multiple foodborne outbreaks of gastroenteritis since it was first isolated in 1952. We analyzed the genomes of 73 isolates from global sources, comparing five distinct outbreaks with sporadic infections. Agona consists of three lineages with minimal mutational diversity: only 846 single nucleotide polymorphisms (SNPs) have accumulated in the non-repetitive, core genome since Agona evolved in 1932 and underwent a major population expansion in the 1960s. Homologous recombination with other serovars of S. enterica imported 42 recombinational tracts (360 kb) in 5/143 nodes within the genealogy, which resulted in 3,164 additional SNPs. In contrast to this paucity of genetic diversity, Agona is highly diverse according to pulsed field gel electrophoresis (PFGE), which is used to assign isolates to outbreaks. PFGE diversity reflects a highly dynamic accessory genome associated with the gain or loss (indels) of 51 bacteriophages, 10 plasmids, and 6 integrative conjugational systems (ICE/IMEs). Unlike the core genome, these indels occurred repeatedly in independent nodes (homoplasies), resulting in inaccurate PFGE genealogies. Most indels did not introduce cargo genes relevant to infection, other than antibiotic resistance, and plasmids and ICE/IMEs were not correlated with homologous recombination. Each outbreak was caused by an independent clade, without universal, outbreak-associated genomic features. Thus, most of the genetic diversity within this recently emerged pathogen reflects changes in the accessory genome, or is due to recombination, but these changes probably reflect neutral processes rather than Darwinian selection.",PRJEB1944,PRJEB1944,ERP001848,Genomic analysis of a recently emerged serovar of Salmonella,"Neutral genomic microevolution of a recently emerged pathogen, Salmonella enterica serovar Agona","18.H.07, ena-EXPERIMENT-UCC-09-10-2012-18:51:36:986-18, Genomic analysis of a recently emerged serovar of Salmonella",58095
1,Illumina Genome Analyzer IIx,PAIRED,unspecified,RANDOM,GENOMIC,WGS,ILLUMINA,"ERX155024, ERS180329, ERR178878, ERA167131, ERP001848",Application Read,"1, 0","F1, R2","Forward, Reverse",SAMEA1889034,SAMEA1889034,ERS180329,19.F.03,Salmonella enterica subsp. enterica serovar Agona; WR-03-08915,2003,Food(Fennel),Salmonella enterica subsp. enterica serovar Agona,"Salmonella enterica serovar Agona has caused multiple foodborne outbreaks of gastroenteritis since it was first isolated in 1952. We analyzed the genomes of 73 isolates from global sources, comparing five distinct outbreaks with sporadic infections. Agona consists of three lineages with minimal mutational diversity: only 846 single nucleotide polymorphisms (SNPs) have accumulated in the non-repetitive, core genome since Agona evolved in 1932 and underwent a major population expansion in the 1960s. Homologous recombination with other serovars of S. enterica imported 42 recombinational tracts (360 kb) in 5/143 nodes within the genealogy, which resulted in 3,164 additional SNPs. In contrast to this paucity of genetic diversity, Agona is highly diverse according to pulsed field gel electrophoresis (PFGE), which is used to assign isolates to outbreaks. PFGE diversity reflects a highly dynamic accessory genome associated with the gain or loss (indels) of 51 bacteriophages, 10 plasmids, and 6 integrative conjugational systems (ICE/IMEs). Unlike the core genome, these indels occurred repeatedly in independent nodes (homoplasies), resulting in inaccurate PFGE genealogies. Most indels did not introduce cargo genes relevant to infection, other than antibiotic resistance, and plasmids and ICE/IMEs were not correlated with homologous recombination. Each outbreak was caused by an independent clade, without universal, outbreak-associated genomic features. Thus, most of the genetic diversity within this recently emerged pathogen reflects changes in the accessory genome, or is due to recombination, but these changes probably reflect neutral processes rather than Darwinian selection.",PRJEB1944,PRJEB1944,ERP001848,Genomic analysis of a recently emerged serovar of Salmonella,"Neutral genomic microevolution of a recently emerged pathogen, Salmonella enterica serovar Agona","19.F.03, ena-EXPERIMENT-UCC-09-10-2012-18:51:36:987-19, Genomic analysis of a recently emerged serovar of Salmonella",58095
1,Illumina Genome Analyzer IIx,PAIRED,unspecified,RANDOM,GENOMIC,WGS,ILLUMINA,"ERX155025, ERP001848, ERA167131, ERS180330, ERR178879",Application Read,"1, 0","F1, R2","Forward, Reverse",SAMEA1889030,SAMEA1889030,ERS180330,20.H.06,Salmonella enterica subsp. enterica serovar Agona; DBS_20060793,2006,Human(Feces),Salmonella enterica subsp. enterica serovar Agona,"Salmonella enterica serovar Agona has caused multiple foodborne outbreaks of gastroenteritis since it was first isolated in 1952. We analyzed the genomes of 73 isolates from global sources, comparing five distinct outbreaks with sporadic infections. Agona consists of three lineages with minimal mutational diversity: only 846 single nucleotide polymorphisms (SNPs) have accumulated in the non-repetitive, core genome since Agona evolved in 1932 and underwent a major population expansion in the 1960s. Homologous recombination with other serovars of S. enterica imported 42 recombinational tracts (360 kb) in 5/143 nodes within the genealogy, which resulted in 3,164 additional SNPs. In contrast to this paucity of genetic diversity, Agona is highly diverse according to pulsed field gel electrophoresis (PFGE), which is used to assign isolates to outbreaks. PFGE diversity reflects a highly dynamic accessory genome associated with the gain or loss (indels) of 51 bacteriophages, 10 plasmids, and 6 integrative conjugational systems (ICE/IMEs). Unlike the core genome, these indels occurred repeatedly in independent nodes (homoplasies), resulting in inaccurate PFGE genealogies. Most indels did not introduce cargo genes relevant to infection, other than antibiotic resistance, and plasmids and ICE/IMEs were not correlated with homologous recombination. Each outbreak was caused by an independent clade, without universal, outbreak-associated genomic features. Thus, most of the genetic diversity within this recently emerged pathogen reflects changes in the accessory genome, or is due to recombination, but these changes probably reflect neutral processes rather than Darwinian selection.",PRJEB1944,PRJEB1944,ERP001848,Genomic analysis of a recently emerged serovar of Salmonella,"Neutral genomic microevolution of a recently emerged pathogen, Salmonella enterica serovar Agona","ena-EXPERIMENT-UCC-09-10-2012-18:51:36:987-20, 20.H.06, Genomic analysis of a recently emerged serovar of Salmonella",58095
1,Illumina Genome Analyzer IIx,PAIRED,unspecified,RANDOM,GENOMIC,WGS,ILLUMINA,"ERP001848, ERA167131, ERX155026, ERR178880, ERS180331",Application Read,"1, 0","F1, R2","Forward, Reverse",SAMEA1889083,SAMEA1889083,ERS180331,21.H.10,Salmonella enterica subsp. enterica serovar Agona; WR-10-02783,2010,Human(Feces),Salmonella enterica subsp. enterica serovar Agona,"Salmonella enterica serovar Agona has caused multiple foodborne outbreaks of gastroenteritis since it was first isolated in 1952. We analyzed the genomes of 73 isolates from global sources, comparing five distinct outbreaks with sporadic infections. Agona consists of three lineages with minimal mutational diversity: only 846 single nucleotide polymorphisms (SNPs) have accumulated in the non-repetitive, core genome since Agona evolved in 1932 and underwent a major population expansion in the 1960s. Homologous recombination with other serovars of S. enterica imported 42 recombinational tracts (360 kb) in 5/143 nodes within the genealogy, which resulted in 3,164 additional SNPs. In contrast to this paucity of genetic diversity, Agona is highly diverse according to pulsed field gel electrophoresis (PFGE), which is used to assign isolates to outbreaks. PFGE diversity reflects a highly dynamic accessory genome associated with the gain or loss (indels) of 51 bacteriophages, 10 plasmids, and 6 integrative conjugational systems (ICE/IMEs). Unlike the core genome, these indels occurred repeatedly in independent nodes (homoplasies), resulting in inaccurate PFGE genealogies. Most indels did not introduce cargo genes relevant to infection, other than antibiotic resistance, and plasmids and ICE/IMEs were not correlated with homologous recombination. Each outbreak was caused by an independent clade, without universal, outbreak-associated genomic features. Thus, most of the genetic diversity within this recently emerged pathogen reflects changes in the accessory genome, or is due to recombination, but these changes probably reflect neutral processes rather than Darwinian selection.",PRJEB1944,PRJEB1944,ERP001848,Genomic analysis of a recently emerged serovar of Salmonella,"Neutral genomic microevolution of a recently emerged pathogen, Salmonella enterica serovar Agona","ena-EXPERIMENT-UCC-09-10-2012-18:51:36:987-21, 21.H.10, Genomic analysis of a recently emerged serovar of Salmonella",58095
1,Illumina Genome Analyzer IIx,PAIRED,unspecified,RANDOM,GENOMIC,WGS,ILLUMINA,"ERP001848, ERX155027, ERA167131, ERS180332, ERR178881",Application Read,"1, 0","F1, R2","Forward, Reverse",SAMEA1889068,SAMEA1889068,ERS180332,22.H.04,Salmonella enterica subsp. enterica serovar Agona; DBS_20042479,2004,Human(Feces),Salmonella enterica subsp. enterica serovar Agona,"Salmonella enterica serovar Agona has caused multiple foodborne outbreaks of gastroenteritis since it was first isolated in 1952. We analyzed the genomes of 73 isolates from global sources, comparing five distinct outbreaks with sporadic infections. Agona consists of three lineages with minimal mutational diversity: only 846 single nucleotide polymorphisms (SNPs) have accumulated in the non-repetitive, core genome since Agona evolved in 1932 and underwent a major population expansion in the 1960s. Homologous recombination with other serovars of S. enterica imported 42 recombinational tracts (360 kb) in 5/143 nodes within the genealogy, which resulted in 3,164 additional SNPs. In contrast to this paucity of genetic diversity, Agona is highly diverse according to pulsed field gel electrophoresis (PFGE), which is used to assign isolates to outbreaks. PFGE diversity reflects a highly dynamic accessory genome associated with the gain or loss (indels) of 51 bacteriophages, 10 plasmids, and 6 integrative conjugational systems (ICE/IMEs). Unlike the core genome, these indels occurred repeatedly in independent nodes (homoplasies), resulting in inaccurate PFGE genealogies. Most indels did not introduce cargo genes relevant to infection, other than antibiotic resistance, and plasmids and ICE/IMEs were not correlated with homologous recombination. Each outbreak was caused by an independent clade, without universal, outbreak-associated genomic features. Thus, most of the genetic diversity within this recently emerged pathogen reflects changes in the accessory genome, or is due to recombination, but these changes probably reflect neutral processes rather than Darwinian selection.",PRJEB1944,PRJEB1944,ERP001848,Genomic analysis of a recently emerged serovar of Salmonella,"Neutral genomic microevolution of a recently emerged pathogen, Salmonella enterica serovar Agona","Genomic analysis of a recently emerged serovar of Salmonella, ena-EXPERIMENT-UCC-09-10-2012-18:51:36:988-22, 22.H.04",58095
1,Illumina Genome Analyzer IIx,PAIRED,unspecified,RANDOM,GENOMIC,WGS,ILLUMINA,"ERP001848, ERA167131, ERX155028, ERR178882, ERS180333",Application Read,"1, 0","F1, R2","Forward, Reverse",SAMEA1889055,SAMEA1889055,ERS180333,23.F.01,Salmonella enterica subsp. enterica serovar Agona; WR-01-11238,2001,Food(Curry),Salmonella enterica subsp. enterica serovar Agona,"Salmonella enterica serovar Agona has caused multiple foodborne outbreaks of gastroenteritis since it was first isolated in 1952. We analyzed the genomes of 73 isolates from global sources, comparing five distinct outbreaks with sporadic infections. Agona consists of three lineages with minimal mutational diversity: only 846 single nucleotide polymorphisms (SNPs) have accumulated in the non-repetitive, core genome since Agona evolved in 1932 and underwent a major population expansion in the 1960s. Homologous recombination with other serovars of S. enterica imported 42 recombinational tracts (360 kb) in 5/143 nodes within the genealogy, which resulted in 3,164 additional SNPs. In contrast to this paucity of genetic diversity, Agona is highly diverse according to pulsed field gel electrophoresis (PFGE), which is used to assign isolates to outbreaks. PFGE diversity reflects a highly dynamic accessory genome associated with the gain or loss (indels) of 51 bacteriophages, 10 plasmids, and 6 integrative conjugational systems (ICE/IMEs). Unlike the core genome, these indels occurred repeatedly in independent nodes (homoplasies), resulting in inaccurate PFGE genealogies. Most indels did not introduce cargo genes relevant to infection, other than antibiotic resistance, and plasmids and ICE/IMEs were not correlated with homologous recombination. Each outbreak was caused by an independent clade, without universal, outbreak-associated genomic features. Thus, most of the genetic diversity within this recently emerged pathogen reflects changes in the accessory genome, or is due to recombination, but these changes probably reflect neutral processes rather than Darwinian selection.",PRJEB1944,PRJEB1944,ERP001848,Genomic analysis of a recently emerged serovar of Salmonella,"Neutral genomic microevolution of a recently emerged pathogen, Salmonella enterica serovar Agona","23.F.01, Genomic analysis of a recently emerged serovar of Salmonella, ena-EXPERIMENT-UCC-09-10-2012-18:51:36:988-23",58095
1,Illumina Genome Analyzer IIx,PAIRED,unspecified,RANDOM,GENOMIC,WGS,ILLUMINA,"ERS180334, ERP001848, ERA167131, ERX155029, ERR178883",Application Read,"1, 0","F1, R2","Forward, Reverse",SAMEA1889038,SAMEA1889038,ERS180334,24.H.04,Salmonella enterica subsp. enterica serovar Agona; CS_NB04.055,2004,Human,Salmonella enterica subsp. enterica serovar Agona,"Salmonella enterica serovar Agona has caused multiple foodborne outbreaks of gastroenteritis since it was first isolated in 1952. We analyzed the genomes of 73 isolates from global sources, comparing five distinct outbreaks with sporadic infections. Agona consists of three lineages with minimal mutational diversity: only 846 single nucleotide polymorphisms (SNPs) have accumulated in the non-repetitive, core genome since Agona evolved in 1932 and underwent a major population expansion in the 1960s. Homologous recombination with other serovars of S. enterica imported 42 recombinational tracts (360 kb) in 5/143 nodes within the genealogy, which resulted in 3,164 additional SNPs. In contrast to this paucity of genetic diversity, Agona is highly diverse according to pulsed field gel electrophoresis (PFGE), which is used to assign isolates to outbreaks. PFGE diversity reflects a highly dynamic accessory genome associated with the gain or loss (indels) of 51 bacteriophages, 10 plasmids, and 6 integrative conjugational systems (ICE/IMEs). Unlike the core genome, these indels occurred repeatedly in independent nodes (homoplasies), resulting in inaccurate PFGE genealogies. Most indels did not introduce cargo genes relevant to infection, other than antibiotic resistance, and plasmids and ICE/IMEs were not correlated with homologous recombination. Each outbreak was caused by an independent clade, without universal, outbreak-associated genomic features. Thus, most of the genetic diversity within this recently emerged pathogen reflects changes in the accessory genome, or is due to recombination, but these changes probably reflect neutral processes rather than Darwinian selection.",PRJEB1944,PRJEB1944,ERP001848,Genomic analysis of a recently emerged serovar of Salmonella,"Neutral genomic microevolution of a recently emerged pathogen, Salmonella enterica serovar Agona","ena-EXPERIMENT-UCC-09-10-2012-18:51:36:989-24, 24.H.04, Genomic analysis of a recently emerged serovar of Salmonella",58095
1,Illumina Genome Analyzer IIx,PAIRED,unspecified,RANDOM,GENOMIC,WGS,ILLUMINA,"ERR178884, ERP001848, ERA167131, ERX155030, ERS180335",Application Read,"1, 0","F1, R2","Forward, Reverse",SAMEA1889022,SAMEA1889022,ERS180335,26.F.98,Salmonella enterica subsp. enterica serovar Agona; SF_H6476,1998,Food(toasted oats),Salmonella enterica subsp. enterica serovar Agona,"Salmonella enterica serovar Agona has caused multiple foodborne outbreaks of gastroenteritis since it was first isolated in 1952. We analyzed the genomes of 73 isolates from global sources, comparing five distinct outbreaks with sporadic infections. Agona consists of three lineages with minimal mutational diversity: only 846 single nucleotide polymorphisms (SNPs) have accumulated in the non-repetitive, core genome since Agona evolved in 1932 and underwent a major population expansion in the 1960s. Homologous recombination with other serovars of S. enterica imported 42 recombinational tracts (360 kb) in 5/143 nodes within the genealogy, which resulted in 3,164 additional SNPs. In contrast to this paucity of genetic diversity, Agona is highly diverse according to pulsed field gel electrophoresis (PFGE), which is used to assign isolates to outbreaks. PFGE diversity reflects a highly dynamic accessory genome associated with the gain or loss (indels) of 51 bacteriophages, 10 plasmids, and 6 integrative conjugational systems (ICE/IMEs). Unlike the core genome, these indels occurred repeatedly in independent nodes (homoplasies), resulting in inaccurate PFGE genealogies. Most indels did not introduce cargo genes relevant to infection, other than antibiotic resistance, and plasmids and ICE/IMEs were not correlated with homologous recombination. Each outbreak was caused by an independent clade, without universal, outbreak-associated genomic features. Thus, most of the genetic diversity within this recently emerged pathogen reflects changes in the accessory genome, or is due to recombination, but these changes probably reflect neutral processes rather than Darwinian selection.",PRJEB1944,PRJEB1944,ERP001848,Genomic analysis of a recently emerged serovar of Salmonella,"Neutral genomic microevolution of a recently emerged pathogen, Salmonella enterica serovar Agona","ena-EXPERIMENT-UCC-09-10-2012-18:51:36:989-25, 26.F.98, Genomic analysis of a recently emerged serovar of Salmonella",58095
